customer_id,country,region,credit_limit
CUST00729,India,Tamil Nadu,48000.00
CUST00730,India,Tamil Nadu,44000.00
CUST00731,India,Uttar Pradesh,42000.00
CUST00732,India,Uttar Pradesh,44000.00
CUST00733,India,Uttar Pradesh,40000.00
CUST00734,Brazil,Sao Paulo,75000.00
CUST00735,Brazil,Sao Paulo,77000.00
CUST00736,Brazil,Sao Paulo,73000.00
CUST00737,Brazil,Rio de Janeiro,62000.00
CUST00738,Brazil,Rio de Janeiro,64000.00
CUST00739,Brazil,Rio de Janeiro,60000.00
CUST00740,Brazil,Minas Gerais,58000.00
CUST00741,Brazil,Minas Gerais,60000.00
CUST00742,Brazil,Minas Gerais,56000.00
CUST00743,Brazil,Bahia,55000.00
CUST00744,Brazil,Bahia,57000.00
CUST00745,Brazil,Bahia,53000.00
CUST00746,Mexico,Mexico City,68000.00
CUST00747,Mexico,Mexico City,70000.00
CUST00748,Mexico,Mexico City,66000.00
CUST00749,Mexico,Jalisco,62000.00
CUST00750,Mexico,Jalisco,64000.00
CUST00751,Mexico,Jalisco,60000.00
CUST00752,Mexico,Monterrey,71000.00
CUST00753,Mexico,Monterrey,73000.00
CUST00754,Mexico,Monterrey,69000.00
CUST00755,Mexico,Puebla,59000.00
CUST00756,Mexico,Puebla,61000.00
CUST00757,Mexico,Puebla,57000.00
CUST00758,Singapore,Central,105000.00
CUST00759,Singapore,Central,107000.00
CUST00760,Singapore,Central,103000.00
CUST00761,Singapore,East,98000.00
CUST00762,Singapore,East,100000.00
CUST00763,Singapore,East,96000.00
CUST00764,Singapore,West,102000.00
CUST00765,Singapore,West,104000.00
CUST00766,Singapore,West,100000.00
CUST00767,Singapore,North,96000.00
CUST00768,Singapore,North,98000.00
CUST00769,Singapore,North,94000.00
CUST00770,South Korea,Seoul,98000.00
CUST00771,South Korea,Seoul,100000.00
CUST00772,South Korea,Seoul,96000.00
CUST00773,South Korea,Busan,85000.00
CUST00774,South Korea,Busan,87000.00
CUST00775,South Korea,Busan,83000.00
CUST00776,South Korea,Incheon,82000.00
CUST00777,South Korea,Incheon,84000.00
CUST00778,South Korea,Incheon,80000.00
CUST00779,South Korea,Daegu,78000.00
CUST00780,South Korea,Daegu,80000.00
CUST00781,South Korea,Daegu,76000.00
CUST00782,South Korea,Daejeon,75000.00
CUST00783,South Korea,Daejeon,77000.00
CUST00784,South Korea,Daejeon,73000.00
CUST00785,US,CA,51000.00
CUST00786,US,CA,56000.00
CUST00787,US,CA,53000.00
CUST00788,US,NY,76000.00
CUST00789,US,NY,79000.00
CUST00790,US,NY,73000.00
CUST00791,US,TX,46000.00
CUST00792,US,TX,49000.00
CUST00793,US,TX,43000.00
CUST00794,US,FL,61000.00
CUST00795,US,FL,63000.00
CUST00796,US,FL,59000.00
CUST00797,US,WA,56000.00
CUST00798,US,WA,58000.00
CUST00799,US,WA,54000.00
CUST00800,US,IL,66000.00
CUST00801,Germany,Munich,81000.00
CUST00802,Germany,Munich,83000.00
CUST00803,Germany,Munich,79000.00
CUST00804,Germany,Cologne,87000.00
CUST00805,Germany,Cologne,89000.00
CUST00806,Germany,Cologne,85000.00
CUST00807,France,Marseille,71000.00
CUST00808,France,Marseille,73000.00
CUST00809,France,Marseille,69000.00
CUST00810,France,Toulouse,66000.00
CUST00811,France,Toulouse,68000.00
CUST00812,France,Toulouse,64000.00
CUST00813,UK,Liverpool,56000.00
CUST00814,UK,Liverpool,58000.00
CUST00815,UK,Liverpool,54000.00
CUST00816,UK,Bristol,51000.00
CUST00817,UK,Bristol,53000.00
CUST00818,UK,Bristol,49000.00
CUST00819,Spain,Barcelona,73000.00
CUST00820,Spain,Barcelona,75000.00
CUST00821,Spain,Barcelona,71000.00
CUST00822,Spain,Valencia,66000.00
CUST00823,Spain,Valencia,68000.00
CUST00824,Spain,Valencia,64000.00
CUST00825,Italy,Milan,69000.00
CUST00826,Italy,Milan,71000.00
CUST00827,Italy,Milan,67000.00
CUST00828,Italy,Florence,65000.00
CUST00829,Italy,Florence,67000.00
CUST00830,Italy,Florence,63000.00
CUST00831,Canada,Toronto,66000.00
CUST00832,Canada,Toronto,68000.00
CUST00833,Canada,Toronto,64000.00
CUST00834,Canada,Calgary,63000.00
CUST00835,Canada,Calgary,65000.00
CUST00836,Canada,Calgary,61000.00
CUST00837,Australia,Melbourne,78000.00
CUST00838,Australia,Melbourne,80000.00
CUST00839,Australia,Melbourne,76000.00
CUST00840,Australia,Brisbane,72000.00
CUST00841,Australia,Brisbane,74000.00
CUST00842,Australia,Brisbane,70000.00
CUST00843,Japan,Tokyo,121000.00
CUST00844,Japan,Tokyo,123000.00
CUST00845,Japan,Tokyo,119000.00
CUST00846,Japan,Yokohama,96000.00
CUST00847,Japan,Yokohama,98000.00
CUST00848,Japan,Yokohama,94000.00
CUST00849,China,Shanghai,111000.00
CUST00850,China,Shanghai,113000.00
CUST00851,China,Shanghai,109000.00
CUST00852,China,Shenzhen,106000.00
CUST00853,China,Shenzhen,108000.00
CUST00854,China,Shenzhen,104000.00
CUST00855,India,Mumbai,51000.00
CUST00856,India,Mumbai,53000.00
CUST00857,India,Mumbai,49000.00
CUST00858,India,Bangalore,49000.00
CUST00859,India,Bangalore,51000.00
CUST00860,India,Bangalore,47000.00
CUST00861,Brazil,Salvador,56000.00
CUST00862,Brazil,Salvador,58000.00
CUST00863,Brazil,Salvador,54000.00
CUST00864,Brazil,Brasília,63000.00
CUST00865,Brazil,Brasília,65000.00
CUST00866,Brazil,Brasília,61000.00
CUST00867,Mexico,Guadalajara,63000.00
CUST00868,Mexico,Guadalajara,65000.00
CUST00869,Mexico,Guadalajara,61000.00
CUST00870,Mexico,Cancun,72000.00
CUST00871,Mexico,Cancun,74000.00
CUST00872,Mexico,Cancun,70000.00
CUST00873,Singapore,Jurong,99000.00
CUST00874,Singapore,Jurong,101000.00
CUST00875,Singapore,Jurong,97000.00
CUST00876,Singapore,Changi,103000.00
CUST00877,Singapore,Changi,105000.00
CUST00878,Singapore,Changi,101000.00
CUST00879,South Korea,Gwangju,79000.00
CUST00880,South Korea,Gwangju,81000.00
CUST00881,South Korea,Gwangju,77000.00
CUST00882,South Korea,Ulsan,76000.00
CUST00883,South Korea,Ulsan,78000.00
CUST00884,South Korea,Ulsan,74000.00
CUST00885,US,WA,58000.00
CUST00886,US,WA,60000.00
CUST00887,US,WA,56000.00
CUST00888,US,CO,49000.00
CUST00889,US,CO,51000.00
CUST00890,US,CO,47000.00
CUST00891,US,AZ,57000.00
CUST00892,US,AZ,59000.00
CUST00893,US,AZ,55000.00
CUST00894,US,VA,62000.00
CUST00895,US,VA,64000.00
CUST00896,US,VA,60000.00
CUST00897,US,MA,73000.00
CUST00898,US,MA,75000.00
CUST00899,US,MA,71000.00
CUST00900,US,MN,60000.00
CUST00901,US,MN,62000.00
CUST00902,US,MN,58000.00
CUST00903,US,MI,53000.00
CUST00904,US,MI,55000.00
CUST00905,US,MI,51000.00
CUST00906,Germany,Bavaria,81000.00
CUST00907,Germany,Bavaria,83000.00
CUST00908,Germany,Bavaria,79000.00
CUST00909,Germany,Berlin,86000.00
CUST00910,Germany,Berlin,88000.00
CUST00911,Germany,Berlin,84000.00
CUST00912,Germany,NRW,76000.00
CUST00913,Germany,NRW,78000.00
CUST00914,Germany,NRW,74000.00
CUST00915,Germany,Hamburg,77000.00
CUST00916,Germany,Hamburg,79000.00
CUST00917,Germany,Hamburg,75000.00
CUST00918,France,Ile-de-France,91000.00
CUST00919,France,Ile-de-France,93000.00
CUST00920,France,Ile-de-France,89000.00
CUST00921,France,Provence,71000.00
CUST00922,France,Provence,73000.00
CUST00923,France,Provence,69000.00
CUST00924,UK,England,96000.00
CUST00925,UK,England,98000.00
CUST00926,UK,England,94000.00
CUST00927,UK,Scotland,56000.00
CUST00928,UK,Scotland,58000.00
CUST00929,UK,Scotland,54000.00
CUST00930,Spain,Catalonia,73000.00
CUST00931,Spain,Catalonia,75000.00
CUST00932,Spain,Catalonia,71000.00
CUST00933,Spain,Madrid,79000.00
CUST00934,Spain,Madrid,81000.00
CUST00935,Spain,Madrid,77000.00
CUST00936,Italy,Lombardy,69000.00
CUST00937,Italy,Lombardy,71000.00
CUST00938,Italy,Lombardy,67000.00
CUST00939,Italy,Rome,65000.00
CUST00940,Italy,Rome,67000.00
CUST00941,Italy,Rome,63000.00
CUST00942,Canada,Ontario,66000.00
CUST00943,Canada,Ontario,68000.00
CUST00944,Canada,Ontario,64000.00
CUST00945,Canada,BC,59000.00
CUST00946,Canada,BC,61000.00
CUST00947,Canada,BC,57000.00
CUST00948,Australia,NSW,89000.00
CUST00949,Australia,NSW,91000.00
CUST00950,Australia,NSW,87000.00
CUST00951,Australia,VIC,78000.00
CUST00952,Australia,VIC,80000.00
CUST00953,Australia,VIC,76000.00
CUST00954,Japan,Tokyo,121000.00
CUST00955,Japan,Tokyo,123000.00
CUST00956,Japan,Tokyo,119000.00
CUST00957,Japan,Osaka,96000.00
CUST00958,Japan,Osaka,98000.00
CUST00959,Japan,Osaka,94000.00
CUST00960,China,Beijing,101000.00
CUST00961,China,Beijing,103000.00
CUST00962,China,Beijing,99000.00
CUST00963,China,Shanghai,111000.00
CUST00964,China,Shanghai,113000.00
CUST00965,China,Shanghai,109000.00
CUST00966,India,Delhi,46000.00
CUST00967,India,Delhi,48000.00
CUST00968,India,Delhi,44000.00
CUST00969,India,Maharashtra,51000.00
CUST00970,India,Maharashtra,53000.00
CUST00971,India,Maharashtra,49000.00
CUST00972,Brazil,Sao Paulo,76000.00
CUST00973,Brazil,Sao Paulo,78000.00
CUST00974,Brazil,Sao Paulo,74000.00
CUST00975,Brazil,Rio de Janeiro,63000.00
CUST00976,Brazil,Rio de Janeiro,65000.00
CUST00977,Brazil,Rio de Janeiro,61000.00
CUST00978,Mexico,Mexico City,69000.00
CUST00979,Mexico,Mexico City,71000.00
CUST00980,Mexico,Mexico City,67000.00
CUST00981,Mexico,Jalisco,63000.00
CUST00982,Mexico,Jalisco,65000.00
CUST00983,Mexico,Jalisco,61000.00
CUST00984,Singapore,Central,106000.00
CUST00985,Singapore,Central,108000.00
CUST00986,Singapore,Central,104000.00
CUST00987,Singapore,East,99000.00
CUST00988,Singapore,East,101000.00
CUST00989,Singapore,East,97000.00
CUST00990,South Korea,Seoul,99000.00
CUST00991,South Korea,Seoul,101000.00
CUST00992,South Korea,Seoul,97000.00
CUST00993,South Korea,Busan,86000.00
CUST00994,South Korea,Busan,88000.00
CUST00995,South Korea,Busan,84000.00
CUST00996,US,CA,52000.00
CUST00997,US,NY,77000.00
CUST00998,US,TX,47000.00
CUST00999,US,FL,62000.00
CUST01000,US,WA,57000.00
CUST01001,US,CA,50000.00
CUST01002,US,CA,55000.00
CUST01003,US,CA,52000.00
CUST01004,US,NY,75000.00
CUST01005,US,NY,78000.00
CUST01006,US,NY,72000.00
CUST01007,US,TX,45000.00
CUST01008,US,TX,48000.00
CUST01009,US,TX,42000.00
CUST01010,US,FL,60000.00
CUST01011,US,FL,62000.00
CUST01012,US,FL,58000.00
CUST01013,US,WA,55000.00
CUST01014,US,WA,57000.00
CUST01015,US,WA,53000.00
CUST01016,US,IL,65000.00
CUST01017,US,IL,67000.00
CUST01018,US,IL,63000.00
CUST01019,US,PA,48000.00
CUST01020,US,PA,50000.00
CUST01021,US,PA,46000.00
CUST01022,US,OH,52000.00
CUST01023,US,OH,54000.00
CUST01024,US,OH,50000.00
CUST01025,US,GA,70000.00
CUST01026,US,GA,72000.00
CUST01027,US,GA,68000.00
CUST01028,US,NC,58000.00
CUST01029,US,NC,60000.00
CUST01030,US,NC,56000.00
CUST01031,US,MI,52000.00
CUST01032,US,MI,54000.00
CUST01033,US,MI,50000.00
CUST01034,US,CO,48000.00
CUST01035,US,CO,50000.00
CUST01036,US,CO,46000.00
CUST01037,US,AZ,56000.00
CUST01038,US,AZ,58000.00
CUST01039,US,AZ,54000.00
CUST01040,US,VA,61000.00
CUST01041,US,VA,63000.00
CUST01042,US,VA,59000.00
CUST01043,US,MA,72000.00
CUST01044,US,MA,74000.00
CUST01045,US,MA,70000.00
CUST01046,US,MN,59000.00
CUST01047,US,MN,61000.00
CUST01048,US,MN,57000.00
CUST01049,US,NV,64000.00
CUST01050,US,NV,66000.00
CUST01051,US,NV,62000.00
CUST01052,US,OR,51000.00
CUST01053,US,OR,53000.00
CUST01054,US,OR,49000.00
CUST01055,US,UT,58000.00
CUST01056,US,UT,60000.00
CUST01057,US,UT,56000.00
CUST01058,US,NM,45000.00
CUST01059,US,NM,47000.00
CUST01060,US,NM,43000.00
CUST01061,Germany,Bavaria,80000.00
CUST01062,Germany,Bavaria,82000.00
CUST01063,Germany,Bavaria,78000.00
CUST01064,Germany,Berlin,85000.00
CUST01065,Germany,Berlin,87000.00
CUST01066,Germany,Berlin,83000.00
CUST01067,Germany,NRW,75000.00
CUST01068,Germany,NRW,77000.00
CUST01069,Germany,NRW,73000.00
CUST01070,Germany,Hamburg,76000.00
CUST01071,Germany,Hamburg,78000.00
CUST01072,Germany,Hamburg,74000.00
CUST01073,Germany,Hesse,81000.00
CUST01074,Germany,Hesse,83000.00
CUST01075,Germany,Hesse,79000.00
CUST01076,Germany,Baden-Wurttemberg,88000.00
CUST01077,Germany,Baden-Wurttemberg,90000.00
CUST01078,Germany,Baden-Wurttemberg,86000.00
CUST01079,Germany,Saxony,72000.00
CUST01080,Germany,Saxony,74000.00
CUST01081,France,Ile-de-France,90000.00
CUST01082,France,Ile-de-France,92000.00
CUST01083,France,Ile-de-France,88000.00
CUST01084,France,Provence,70000.00
CUST01085,France,Provence,72000.00
CUST01086,France,Provence,68000.00
CUST01087,France,Lyon,65000.00
CUST01088,France,Lyon,67000.00
CUST01089,France,Lyon,63000.00
CUST01090,France,Rhone-Alpes,68000.00
CUST01091,France,Rhone-Alpes,70000.00
CUST01092,France,Rhone-Alpes,66000.00
CUST01093,France,Aquitaine,75000.00
CUST01094,France,Aquitaine,77000.00
CUST01095,France,Aquitaine,73000.00
CUST01096,France,Brittany,62000.00
CUST01097,France,Brittany,64000.00
CUST01098,France,Brittany,60000.00
CUST01099,France,Burgundy,59000.00
CUST01100,France,Burgundy,61000.00
CUST01101,UK,England,95000.00
CUST01102,UK,England,97000.00
CUST01103,UK,England,93000.00
CUST01104,UK,Scotland,55000.00
CUST01105,UK,Scotland,57000.00
CUST01106,UK,Scotland,53000.00
CUST01107,UK,Wales,48000.00
CUST01108,UK,Wales,50000.00
CUST01109,UK,Wales,46000.00
CUST01110,UK,Northern Ireland,52000.00
CUST01111,UK,Northern Ireland,54000.00
CUST01112,UK,Northern Ireland,50000.00
CUST01113,Spain,Catalonia,72000.00
CUST01114,Spain,Catalonia,74000.00
CUST01115,Spain,Catalonia,70000.00
CUST01116,Spain,Madrid,78000.00
CUST01117,Spain,Madrid,80000.00
CUST01118,Spain,Madrid,76000.00
CUST01119,Spain,Valencia,65000.00
CUST01120,Spain,Valencia,67000.00
CUST01121,Spain,Valencia,63000.00
CUST01122,Spain,Andalusia,71000.00
CUST01123,Spain,Andalusia,73000.00
CUST01124,Spain,Andalusia,69000.00
CUST01125,Spain,Basque,68000.00
CUST01126,Spain,Basque,70000.00
CUST01127,Spain,Basque,66000.00
CUST01128,Spain,Galicia,61000.00
CUST01129,Spain,Galicia,63000.00
CUST01130,Spain,Galicia,59000.00
CUST01131,Italy,Lombardy,68000.00
CUST01132,Italy,Lombardy,70000.00
CUST01133,Italy,Lombardy,66000.00
CUST01134,Italy,Rome,64000.00
CUST01135,Italy,Rome,66000.00
CUST01136,Italy,Rome,62000.00
CUST01137,Italy,Sicily,59000.00
CUST01138,Italy,Sicily,61000.00
CUST01139,Italy,Sicily,57000.00
CUST01140,Italy,Piedmont,72000.00
CUST01141,Italy,Piedmont,74000.00
CUST01142,Italy,Piedmont,70000.00
CUST01143,Italy,Campania,67000.00
CUST01144,Italy,Campania,69000.00
CUST01145,Italy,Campania,65000.00
CUST01146,Italy,Veneto,70000.00
CUST01147,Italy,Veneto,72000.00
CUST01148,Italy,Veneto,68000.00
CUST01149,Canada,Ontario,65000.00
CUST01150,Canada,Ontario,67000.00
CUST01151,Canada,Ontario,63000.00
CUST01152,Canada,BC,58000.00
CUST01153,Canada,BC,60000.00
CUST01154,Canada,BC,56000.00
CUST01155,Canada,Quebec,54000.00
CUST01156,Canada,Quebec,56000.00
CUST01157,Canada,Quebec,52000.00
CUST01158,Canada,Alberta,62000.00
CUST01159,Canada,Alberta,64000.00
CUST01160,Canada,Alberta,60000.00
CUST01161,Canada,Manitoba,51000.00
CUST01162,Canada,Manitoba,53000.00
CUST01163,Canada,Manitoba,49000.00
CUST01164,Canada,Saskatchewan,48000.00
CUST01165,Canada,Saskatchewan,50000.00
CUST01166,Canada,Saskatchewan,46000.00
CUST01167,Australia,NSW,88000.00
CUST01168,Australia,NSW,90000.00
CUST01169,Australia,NSW,86000.00
CUST01170,Australia,VIC,77000.00
CUST01171,Australia,VIC,79000.00
CUST01172,Australia,VIC,75000.00
CUST01173,Australia,Queensland,71000.00
CUST01174,Australia,Queensland,73000.00
CUST01175,Australia,Queensland,69000.00
CUST01176,Australia,WA,69000.00
CUST01177,Australia,WA,71000.00
CUST01178,Australia,WA,67000.00
CUST01179,Australia,SA,61000.00
CUST01180,Australia,SA,63000.00
CUST01181,Australia,SA,59000.00
CUST01182,Australia,Tasmania,52000.00
CUST01183,Australia,Tasmania,54000.00
CUST01184,Australia,Tasmania,50000.00
CUST01185,Japan,Tokyo,120000.00
CUST01186,Japan,Tokyo,122000.00
CUST01187,Japan,Tokyo,118000.00
CUST01188,Japan,Osaka,95000.00
CUST01189,Japan,Osaka,97000.00
CUST01190,Japan,Osaka,93000.00
CUST01191,Japan,Kyoto,82000.00
CUST01192,Japan,Kyoto,84000.00
CUST01193,Japan,Kyoto,80000.00
CUST01194,Japan,Hokkaido,74000.00
CUST01195,Japan,Hokkaido,76000.00
CUST01196,Japan,Hokkaido,72000.00
CUST01197,Japan,Fukuoka,71000.00
CUST01198,Japan,Fukuoka,73000.00
CUST01199,Japan,Fukuoka,69000.00
CUST01200,Japan,Nagoya,85000.00
CUST01201,China,Beijing,100000.00
CUST01202,China,Beijing,102000.00
CUST01203,China,Beijing,98000.00
CUST01204,China,Shanghai,110000.00
CUST01205,China,Shanghai,112000.00
CUST01206,China,Shanghai,108000.00
CUST01207,China,Guangdong,105000.00
CUST01208,China,Guangdong,107000.00
CUST01209,China,Guangdong,103000.00
CUST01210,China,Chongqing,95000.00
CUST01211,China,Chongqing,97000.00
CUST01212,China,Chongqing,93000.00
CUST01213,China,Sichuan,88000.00
CUST01214,China,Sichuan,90000.00
CUST01215,China,Sichuan,86000.00
CUST01216,China,Hunan,82000.00
CUST01217,China,Hunan,84000.00
CUST01218,China,Hunan,80000.00
CUST01219,India,Delhi,45000.00
CUST01220,India,Delhi,47000.00
CUST01221,India,Delhi,43000.00
CUST01222,India,Maharashtra,50000.00
CUST01223,India,Maharashtra,52000.00
CUST01224,India,Maharashtra,48000.00
CUST01225,India,Karnataka,48000.00
CUST01226,India,Karnataka,50000.00
CUST01227,India,Karnataka,46000.00
CUST01228,India,Tamil Nadu,46000.00
CUST01229,India,Tamil Nadu,48000.00
CUST01230,India,Tamil Nadu,44000.00
CUST01231,India,Uttar Pradesh,42000.00
CUST01232,India,Uttar Pradesh,44000.00
CUST01233,India,Uttar Pradesh,40000.00
CUST01234,Brazil,Sao Paulo,75000.00
CUST01235,Brazil,Sao Paulo,77000.00
CUST01236,Brazil,Sao Paulo,73000.00
CUST01237,Brazil,Rio de Janeiro,62000.00
CUST01238,Brazil,Rio de Janeiro,64000.00
CUST01239,Brazil,Rio de Janeiro,60000.00
CUST01240,Brazil,Minas Gerais,58000.00
CUST01241,Brazil,Minas Gerais,60000.00
CUST01242,Brazil,Minas Gerais,56000.00
CUST01243,Brazil,Bahia,55000.00
CUST01244,Brazil,Bahia,57000.00
CUST01245,Brazil,Bahia,53000.00
CUST01246,Mexico,Mexico City,68000.00
CUST01247,Mexico,Mexico City,70000.00
CUST01248,Mexico,Mexico City,66000.00
CUST01249,Mexico,Jalisco,62000.00
CUST01250,Mexico,Jalisco,64000.00
CUST01251,Mexico,Jalisco,60000.00
CUST01252,Mexico,Monterrey,71000.00
CUST01253,Mexico,Monterrey,73000.00
CUST01254,Mexico,Monterrey,69000.00
CUST01255,Mexico,Puebla,59000.00
CUST01256,Mexico,Puebla,61000.00
CUST01257,Mexico,Puebla,57000.00
CUST01258,Singapore,Central,105000.00
CUST01259,Singapore,Central,107000.00
CUST01260,Singapore,Central,103000.00
CUST01261,Singapore,East,98000.00
CUST01262,Singapore,East,100000.00
CUST01263,Singapore,East,96000.00
CUST01264,Singapore,West,102000.00
CUST01265,Singapore,West,104000.00
CUST01266,Singapore,West,100000.00
CUST01267,Singapore,North,96000.00
CUST01268,Singapore,North,98000.00
CUST01269,Singapore,North,94000.00
CUST01270,South Korea,Seoul,98000.00
CUST01271,South Korea,Seoul,100000.00
CUST01272,South Korea,Seoul,96000.00
CUST01273,South Korea,Busan,85000.00
CUST01274,South Korea,Busan,87000.00
CUST01275,South Korea,Busan,83000.00
CUST01276,South Korea,Incheon,82000.00
CUST01277,South Korea,Incheon,84000.00
CUST01278,South Korea,Incheon,80000.00
CUST01279,South Korea,Daegu,78000.00
CUST01280,South Korea,Daegu,80000.00
CUST01281,South Korea,Daegu,76000.00
CUST01282,South Korea,Daejeon,75000.00
CUST01283,South Korea,Daejeon,77000.00
CUST01284,South Korea,Daejeon,73000.00
CUST01285,US,CA,51000.00
CUST01286,US,CA,56000.00
CUST01287,US,CA,53000.00
CUST01288,US,NY,76000.00
CUST01289,US,NY,79000.00
CUST01290,US,NY,73000.00
CUST01291,US,TX,46000.00
CUST01292,US,TX,49000.00
CUST01293,US,TX,43000.00
CUST01294,US,FL,61000.00
CUST01295,US,FL,63000.00
CUST01296,US,FL,59000.00
CUST01297,US,WA,56000.00
CUST01298,US,WA,58000.00
CUST01299,US,WA,54000.00
CUST01300,US,IL,66000.00
CUST01301,Germany,Munich,81000.00
CUST01302,Germany,Munich,83000.00
CUST01303,Germany,Munich,79000.00
CUST01304,Germany,Cologne,87000.00
CUST01305,Germany,Cologne,89000.00
CUST01306,Germany,Cologne,85000.00
CUST01307,France,Marseille,71000.00
CUST01308,France,Marseille,73000.00
CUST01309,France,Marseille,69000.00
CUST01310,France,Toulouse,66000.00
CUST01311,France,Toulouse,68000.00
CUST01312,France,Toulouse,64000.00
CUST01313,UK,Liverpool,56000.00
CUST01314,UK,Liverpool,58000.00
CUST01315,UK,Liverpool,54000.00
CUST01316,UK,Bristol,51000.00
CUST01317,UK,Bristol,53000.00
CUST01318,UK,Bristol,49000.00
CUST01319,Spain,Barcelona,73000.00
CUST01320,Spain,Barcelona,75000.00
CUST01321,Spain,Barcelona,71000.00
CUST01322,Spain,Valencia,66000.00
CUST01323,Spain,Valencia,68000.00
CUST01324,Spain,Valencia,64000.00
CUST01325,Italy,Milan,69000.00
CUST01326,Italy,Milan,71000.00
CUST01327,Italy,Milan,67000.00
CUST01328,Italy,Florence,65000.00
CUST01329,Italy,Florence,67000.00
CUST01330,Italy,Florence,63000.00
CUST01331,Canada,Toronto,66000.00
CUST01332,Canada,Toronto,68000.00
CUST01333,Canada,Toronto,64000.00
CUST01334,Canada,Calgary,63000.00
CUST01335,Canada,Calgary,65000.00
CUST01336,Canada,Calgary,61000.00
CUST01337,Australia,Melbourne,78000.00
CUST01338,Australia,Melbourne,80000.00
CUST01339,Australia,Melbourne,76000.00
CUST01340,Australia,Brisbane,72000.00
CUST01341,Australia,Brisbane,74000.00
CUST01342,Australia,Brisbane,70000.00
CUST01343,Japan,Tokyo,121000.00
CUST01344,Japan,Tokyo,123000.00
CUST01345,Japan,Tokyo,119000.00
CUST01346,Japan,Yokohama,96000.00
CUST01347,Japan,Yokohama,98000.00
CUST01348,Japan,Yokohama,94000.00
CUST01349,China,Shanghai,111000.00
CUST01350,China,Shanghai,113000.00
CUST01351,China,Shanghai,109000.00
CUST01352,China,Shenzhen,106000.00
CUST01353,China,Shenzhen,108000.00
CUST01354,China,Shenzhen,104000.00
CUST01355,India,Mumbai,51000.00
CUST01356,India,Mumbai,53000.00
CUST01357,India,Mumbai,49000.00
CUST01358,India,Bangalore,49000.00
CUST01359,India,Bangalore,51000.00
CUST01360,India,Bangalore,47000.00
CUST01361,Brazil,Salvador,56000.00
CUST01362,Brazil,Salvador,58000.00
CUST01363,Brazil,Salvador,54000.00
CUST01364,Brazil,Brasília,63000.00
CUST01365,Brazil,Brasília,65000.00
CUST01366,Brazil,Brasília,61000.00
CUST01367,Mexico,Guadalajara,63000.00
CUST01368,Mexico,Guadalajara,65000.00
CUST01369,Mexico,Guadalajara,61000.00
CUST01370,Mexico,Cancun,72000.00
CUST01371,Mexico,Cancun,74000.00
CUST01372,Mexico,Cancun,70000.00
CUST01373,Singapore,Jurong,99000.00
CUST01374,Singapore,Jurong,101000.00
CUST01375,Singapore,Jurong,97000.00
CUST01376,Singapore,Changi,103000.00
CUST01377,Singapore,Changi,105000.00
CUST01378,Singapore,Changi,101000.00
CUST01379,South Korea,Gwangju,79000.00
CUST01380,South Korea,Gwangju,81000.00
CUST01381,South Korea,Gwangju,77000.00
CUST01382,South Korea,Ulsan,76000.00
CUST01383,South Korea,Ulsan,78000.00
CUST01384,South Korea,Ulsan,74000.00
CUST01385,US,WA,58000.00
CUST01386,US,WA,60000.00
CUST01387,US,WA,56000.00
CUST01388,US,CO,49000.00
CUST01389,US,CO,51000.00
CUST01390,US,CO,47000.00
CUST01391,US,AZ,57000.00
CUST01392,US,AZ,59000.00
CUST01393,US,AZ,55000.00
CUST01394,US,VA,62000.00
CUST01395,US,VA,64000.00
CUST01396,US,VA,60000.00
CUST01397,US,MA,73000.00
CUST01398,US,MA,75000.00
CUST01399,US,MA,71000.00
CUST01400,US,MN,60000.00
CUST01401,US,MN,62000.00
CUST01402,US,MN,58000.00
CUST01403,US,MI,53000.00
CUST01404,US,MI,55000.00
CUST01405,US,MI,51000.00
CUST01406,Germany,Bavaria,81000.00
CUST01407,Germany,Bavaria,83000.00
CUST01408,Germany,Bavaria,79000.00
CUST01409,Germany,Berlin,86000.00
CUST01410,Germany,Berlin,88000.00
CUST01411,Germany,Berlin,84000.00
CUST01412,Germany,NRW,76000.00
CUST01413,Germany,NRW,78000.00
CUST01414,Germany,NRW,74000.00
CUST01415,Germany,Hamburg,77000.00
CUST01416,Germany,Hamburg,79000.00
CUST01417,Germany,Hamburg,75000.00
CUST01418,France,Ile-de-France,91000.00
CUST01419,France,Ile-de-France,93000.00
CUST01420,France,Ile-de-France,89000.00
CUST01421,France,Provence,71000.00
CUST01422,France,Provence,73000.00
CUST01423,France,Provence,69000.00
CUST01424,UK,England,96000.00
CUST01425,UK,England,98000.00
CUST01426,UK,England,94000.00
CUST01427,UK,Scotland,56000.00
CUST01428,UK,Scotland,58000.00
CUST01429,UK,Scotland,54000.00
CUST01430,Spain,Catalonia,73000.00
CUST01431,Spain,Catalonia,75000.00
CUST01432,Spain,Catalonia,71000.00
CUST01433,Spain,Madrid,79000.00
CUST01434,Spain,Madrid,81000.00
CUST01435,Spain,Madrid,77000.00
CUST01436,Italy,Lombardy,69000.00
CUST01437,Italy,Lombardy,71000.00
CUST01438,Italy,Lombardy,67000.00
CUST01439,Italy,Rome,65000.00
CUST01440,Italy,Rome,67000.00
CUST01441,Italy,Rome,63000.00
CUST01442,Canada,Ontario,66000.00
CUST01443,Canada,Ontario,68000.00
CUST01444,Canada,Ontario,64000.00
CUST01445,Canada,BC,59000.00
CUST01446,Canada,BC,61000.00
CUST01447,Canada,BC,57000.00
