order_id,customer_id,item_code,quantity,unit_price,weight_per_item,order_date,status,discount_code
ORD1795,CUST00595,ITEM-G167,6,318.15,2.1,2024-01-18,PENDING,DISC10
ORD1796,CUST00596,ITEM-E360,9,355.69,2.8,2024-01-20,CONFIRMED,DISC05
ORD1797,CUST00597,ITEM-F209,16,355.35,1.6,2024-02-10,PENDING,DISC15
ORD1798,CUST00598,ITEM-G009,3,211.83,2.3,2024-01-27,PENDING,DISC20
ORD1799,CUST00599,ITEM-C243,18,342.01,2.4,2024-01-25,PENDING,DISC10
ORD1800,CUST00600,ITEM-F233,9,218.64,1.5,2024-02-17,CONFIRMED,DISC10
ORD1801,CUST00601,ITEM-A381,18,572.98,3.6,2024-01-13,CONFIRMED,DISC15
ORD1802,CUST00602,ITEM-C371,19,587.13,2.9,2024-01-15,CONFIRMED,DISC05
ORD1803,CUST00603,ITEM-C117,12,148.69,0.6,2024-02-08,CONFIRMED,DISC10
ORD1804,CUST00604,ITEM-A499,2,354.35,3.6,2024-01-14,PENDING,
ORD1805,CUST00605,ITEM-G007,19,206.39,2.7,2024-02-03,CONFIRMED,
ORD1806,CUST00606,ITEM-C482,16,112.75,0.8,2024-02-09,CONFIRMED,DISC20
ORD1807,CUST00607,ITEM-F352,2,133.45,4.2,2024-02-17,PENDING,
ORD1808,CUST00608,ITEM-B061,18,470.44,3.2,2024-02-20,CONFIRMED,DISC20
ORD1809,CUST00609,ITEM-D231,15,213.54,3.1,2024-02-10,PENDING,DISC20
ORD1810,CUST00610,ITEM-E031,20,578.06,0.9,2024-02-11,CONFIRMED,DISC05
ORD1811,CUST00611,ITEM-C339,3,136.38,1.3,2024-01-17,CONFIRMED,
ORD1812,CUST00612,ITEM-D231,20,308.45,0.6,2024-02-06,PENDING,DISC15
ORD1813,CUST00613,ITEM-A352,8,558.15,4.0,2024-02-15,CONFIRMED,DISC15
ORD1814,CUST00614,ITEM-A279,8,406.20,4.6,2024-02-13,CONFIRMED,
ORD1815,CUST00615,ITEM-A085,10,377.27,4.2,2024-02-22,PENDING,DISC15
ORD1816,CUST00616,ITEM-A240,10,434.85,4.7,2024-02-04,PENDING,DISC15
ORD1817,CUST00617,ITEM-A307,2,539.18,3.8,2024-01-23,PENDING,
ORD1818,CUST00618,ITEM-A118,19,372.92,0.6,2024-02-12,PENDING,DISC20
ORD1819,CUST00619,ITEM-A391,6,308.78,3.4,2024-02-16,PENDING,DISC05
ORD1820,CUST00620,ITEM-E224,16,582.98,2.6,2024-01-23,PENDING,DISC10
ORD1821,CUST00621,ITEM-F054,6,231.39,3.6,2024-01-18,PENDING,DISC20
ORD1822,CUST00622,ITEM-A233,3,222.98,2.0,2024-02-18,PENDING,DISC20
ORD1823,CUST00623,ITEM-G001,18,304.09,0.7,2024-01-31,PENDING,DISC20
ORD1824,CUST00624,ITEM-G256,15,467.99,1.4,2024-02-05,CONFIRMED,DISC10
ORD1825,CUST00625,ITEM-D451,16,116.78,4.9,2024-02-05,CONFIRMED,DISC05
ORD1826,CUST00626,ITEM-C283,1,353.74,0.9,2024-02-17,CONFIRMED,DISC15
ORD1827,CUST00627,ITEM-A332,5,324.11,3.7,2024-01-24,PENDING,DISC15
ORD1828,CUST00628,ITEM-G248,16,184.05,3.0,2024-01-21,CONFIRMED,DISC20
ORD1829,CUST00629,ITEM-E383,5,525.21,1.7,2024-02-12,PENDING,DISC10
ORD1830,CUST00630,ITEM-G260,9,501.30,1.8,2024-01-12,PENDING,DISC05
ORD1831,CUST00631,ITEM-D276,16,239.82,3.0,2024-02-02,PENDING,DISC15
ORD1832,CUST00632,ITEM-C446,7,589.43,1.6,2024-01-26,CONFIRMED,DISC15
ORD1833,CUST00633,ITEM-A163,16,437.88,4.2,2024-01-28,CONFIRMED,DISC15
ORD1834,CUST00634,ITEM-A065,17,580.94,2.0,2024-01-13,PENDING,
ORD1835,CUST00635,ITEM-E467,15,58.44,1.1,2024-02-16,CONFIRMED,
ORD1836,CUST00636,ITEM-D401,9,236.21,3.6,2024-02-10,CONFIRMED,DISC10
ORD1837,CUST00637,ITEM-G346,18,259.01,1.9,2024-02-02,PENDING,DISC20
ORD1838,CUST00638,ITEM-A317,3,179.12,3.6,2024-01-15,CONFIRMED,
ORD1839,CUST00639,ITEM-D051,4,294.02,3.6,2024-02-10,CONFIRMED,
ORD1840,CUST00640,ITEM-C408,2,211.35,2.2,2024-01-16,CONFIRMED,DISC20
ORD1841,CUST00641,ITEM-D290,6,143.49,0.9,2024-02-10,PENDING,DISC20
ORD1842,CUST00642,ITEM-F124,16,552.06,1.1,2024-01-20,PENDING,DISC15
ORD1843,CUST00643,ITEM-C342,1,544.40,2.6,2024-01-17,CONFIRMED,
ORD1844,CUST00644,ITEM-D484,12,593.21,1.8,2024-02-10,PENDING,DISC10
ORD1845,CUST00645,ITEM-D433,10,159.57,2.2,2024-01-29,CONFIRMED,DISC05
ORD1846,CUST00646,ITEM-D293,12,366.15,5.0,2024-01-28,CONFIRMED,DISC15
ORD1847,CUST00647,ITEM-C005,19,525.79,4.0,2024-01-11,PENDING,DISC10
ORD1848,CUST00648,ITEM-G410,8,383.89,2.1,2024-02-11,CONFIRMED,DISC20
ORD1849,CUST00649,ITEM-C348,5,395.54,4.6,2024-02-08,CONFIRMED,DISC10
ORD1850,CUST00650,ITEM-G226,2,368.77,3.8,2024-01-24,PENDING,DISC10
ORD1851,CUST00651,ITEM-F213,6,160.44,4.0,2024-01-31,PENDING,DISC20
ORD1852,CUST00652,ITEM-E468,9,506.76,1.7,2024-02-08,PENDING,DISC10
ORD1853,CUST00653,ITEM-F446,11,492.33,2.6,2024-01-23,CONFIRMED,DISC05
ORD1854,CUST00654,ITEM-G347,13,582.00,4.1,2024-01-27,CONFIRMED,DISC15
ORD1855,CUST00655,ITEM-A136,18,117.97,2.2,2024-02-17,PENDING,DISC20
ORD1856,CUST00656,ITEM-D422,12,109.59,1.6,2024-01-03,PENDING,DISC20
ORD1857,CUST00657,ITEM-B332,3,399.47,2.6,2024-02-17,PENDING,DISC15
ORD1858,CUST00658,ITEM-A072,2,570.44,1.9,2024-01-30,CONFIRMED,
ORD1859,CUST00659,ITEM-B455,18,124.62,2.5,2024-02-08,PENDING,DISC20
ORD1860,CUST00660,ITEM-F373,5,536.98,3.4,2024-02-02,PENDING,DISC20
ORD1861,CUST00661,ITEM-D481,9,67.99,2.2,2024-01-27,PENDING,DISC05
ORD1862,CUST00662,ITEM-G186,4,589.51,2.2,2024-02-10,PENDING,
ORD1863,CUST00663,ITEM-D142,7,582.51,4.8,2024-02-17,PENDING,
ORD1864,CUST00664,ITEM-F109,20,584.10,0.7,2024-01-31,CONFIRMED,DISC05
ORD1865,CUST00665,ITEM-G290,7,87.74,3.9,2024-01-29,CONFIRMED,DISC05
ORD1866,CUST00666,ITEM-C397,5,483.75,3.2,2024-01-31,CONFIRMED,DISC05
ORD1867,CUST00667,ITEM-E129,6,110.46,4.4,2024-01-26,CONFIRMED,DISC10
ORD1868,CUST00668,ITEM-G404,8,373.87,0.6,2024-01-20,CONFIRMED,DISC05
ORD1869,CUST00669,ITEM-F216,17,112.51,0.8,2024-02-05,PENDING,DISC20
ORD1870,CUST00670,ITEM-E056,15,327.11,4.8,2024-01-15,PENDING,DISC15
ORD1871,CUST00671,ITEM-F494,1,83.45,2.7,2024-01-26,PENDING,
ORD1872,CUST00672,ITEM-D365,15,90.42,0.9,2024-02-02,CONFIRMED,
ORD1873,CUST00673,ITEM-B141,20,398.19,3.0,2024-01-27,PENDING,DISC20
ORD1874,CUST00674,ITEM-E151,15,328.05,2.4,2024-02-03,CONFIRMED,DISC20
ORD1875,CUST00675,ITEM-F444,7,286.54,4.5,2024-01-27,PENDING,DISC15
ORD1876,CUST00676,ITEM-D213,4,221.90,1.9,2024-01-22,PENDING,DISC05
ORD1877,CUST00677,ITEM-F473,16,86.92,4.2,2024-01-22,PENDING,
ORD1878,CUST00678,ITEM-F379,12,496.47,3.0,2024-02-17,PENDING,
ORD1879,CUST00679,ITEM-D182,14,527.45,3.7,2024-02-18,PENDING,DISC20
ORD1880,CUST00680,ITEM-C181,4,367.86,1.5,2024-01-30,PENDING,DISC05
ORD1881,CUST00681,ITEM-G056,12,514.96,2.2,2024-02-15,PENDING,DISC20
ORD1882,CUST00682,ITEM-B414,14,514.84,4.9,2024-01-31,CONFIRMED,DISC20
ORD1883,CUST00683,ITEM-F425,9,65.92,1.7,2024-02-19,PENDING,DISC10
ORD1884,CUST00684,ITEM-C004,6,528.42,3.0,2024-01-29,CONFIRMED,DISC05
ORD1885,CUST00685,ITEM-F325,1,100.47,2.9,2024-01-16,PENDING,DISC15
ORD1886,CUST00686,ITEM-C081,12,221.40,2.0,2024-02-12,CONFIRMED,
ORD1887,CUST00687,ITEM-B081,20,77.37,0.9,2024-02-03,PENDING,DISC15
ORD1888,CUST00688,ITEM-E227,14,200.24,3.9,2024-01-25,PENDING,DISC15
ORD1889,CUST00689,ITEM-A146,19,317.65,3.5,2024-01-28,CONFIRMED,DISC15
ORD1890,CUST00690,ITEM-E029,1,162.43,4.8,2024-02-01,CONFIRMED,DISC10
ORD1891,CUST00691,ITEM-C168,4,54.25,3.9,2024-01-09,CONFIRMED,DISC15
ORD1892,CUST00692,ITEM-E361,8,325.14,4.3,2024-02-20,PENDING,
ORD1893,CUST00693,ITEM-D442,2,289.92,2.6,2024-01-15,PENDING,DISC20
ORD1894,CUST00694,ITEM-D294,13,440.22,2.4,2024-01-10,PENDING,
ORD1895,CUST00695,ITEM-C088,20,303.05,3.6,2024-02-01,CONFIRMED,DISC15
ORD1896,CUST00696,ITEM-G055,8,289.62,2.3,2024-01-11,PENDING,DISC10
ORD1897,CUST00697,ITEM-F174,8,233.19,1.3,2024-01-16,CONFIRMED,DISC20
ORD1898,CUST00698,ITEM-E100,12,243.10,4.8,2024-02-03,CONFIRMED,DISC05
ORD1899,CUST00699,ITEM-A075,9,158.50,3.2,2024-02-05,CONFIRMED,DISC05
ORD1900,CUST00700,ITEM-G322,16,305.17,3.0,2024-02-03,PENDING,DISC20
ORD1901,CUST00701,ITEM-F326,20,227.76,4.9,2024-01-24,CONFIRMED,DISC15
ORD1902,CUST00702,ITEM-A241,15,397.26,4.1,2024-02-06,CONFIRMED,DISC10
ORD1903,CUST00703,ITEM-E038,10,303.96,0.7,2024-01-24,PENDING,
ORD1904,CUST00704,ITEM-F443,3,388.25,2.8,2024-01-30,CONFIRMED,DISC15
ORD1905,CUST00705,ITEM-G293,7,226.84,2.6,2024-01-17,CONFIRMED,DISC15
ORD1906,CUST00706,ITEM-A416,11,590.31,0.9,2024-02-02,CONFIRMED,
ORD1907,CUST00707,ITEM-B363,15,595.04,2.9,2024-02-03,CONFIRMED,DISC10
ORD1908,CUST00708,ITEM-C470,10,263.08,4.0,2024-01-29,CONFIRMED,DISC10
ORD1909,CUST00709,ITEM-A169,4,356.88,2.2,2024-01-15,CONFIRMED,DISC10
ORD1910,CUST00710,ITEM-A299,5,554.21,1.9,2024-02-04,PENDING,DISC05
ORD1911,CUST00711,ITEM-E363,3,220.27,2.2,2024-02-04,PENDING,DISC05
ORD1912,CUST00712,ITEM-F360,17,101.40,3.5,2024-02-06,PENDING,
ORD1913,CUST00713,ITEM-C159,6,573.14,2.0,2024-01-26,PENDING,DISC05
ORD1914,CUST00714,ITEM-B071,5,92.44,4.3,2024-01-15,CONFIRMED,DISC10
ORD1915,CUST00715,ITEM-G317,5,378.49,1.2,2024-01-11,CONFIRMED,DISC15
ORD1916,CUST00716,ITEM-A211,12,422.00,1.6,2024-02-07,PENDING,DISC15
ORD1917,CUST00717,ITEM-B274,8,220.21,4.1,2024-01-24,CONFIRMED,DISC10
ORD1918,CUST00718,ITEM-F485,19,591.44,2.6,2024-01-31,PENDING,DISC20
ORD1919,CUST00719,ITEM-E215,6,499.29,4.1,2024-01-11,PENDING,
ORD1920,CUST00720,ITEM-F247,12,355.00,1.0,2024-02-03,CONFIRMED,DISC10
ORD1921,CUST00721,ITEM-A391,6,200.04,4.6,2024-01-19,PENDING,
ORD1922,CUST00722,ITEM-B419,15,536.55,4.7,2024-01-19,CONFIRMED,DISC15
ORD1923,CUST00723,ITEM-E192,8,262.39,0.9,2024-01-08,CONFIRMED,DISC10
ORD1924,CUST00724,ITEM-A430,11,485.26,1.1,2024-01-27,PENDING,DISC05
ORD1925,CUST00725,ITEM-G362,16,296.73,0.5,2024-01-10,CONFIRMED,DISC10
ORD1926,CUST00726,ITEM-B428,5,351.84,3.8,2024-01-25,PENDING,
ORD1927,CUST00727,ITEM-G148,8,215.63,0.7,2024-01-19,PENDING,
ORD1928,CUST00728,ITEM-A429,16,378.21,0.6,2024-02-07,CONFIRMED,DISC05
ORD1929,CUST00729,ITEM-C220,1,388.15,1.6,2024-02-11,CONFIRMED,
ORD1930,CUST00730,ITEM-E500,12,87.22,2.9,2024-01-26,CONFIRMED,DISC15
ORD1931,CUST00731,ITEM-G241,2,399.62,4.9,2024-02-01,CONFIRMED,DISC10
ORD1932,CUST00732,ITEM-G035,12,182.62,3.5,2024-01-10,PENDING,DISC05
ORD1933,CUST00733,ITEM-A181,18,236.20,3.4,2024-02-13,PENDING,DISC15
ORD1934,CUST00734,ITEM-F094,5,84.71,4.0,2024-01-25,CONFIRMED,DISC10
ORD1935,CUST00735,ITEM-B023,7,537.18,1.9,2024-01-23,PENDING,DISC20
ORD1936,CUST00736,ITEM-D130,2,464.31,1.4,2024-01-16,CONFIRMED,DISC10
ORD1937,CUST00737,ITEM-C064,12,290.32,2.3,2024-02-01,PENDING,DISC10
ORD1938,CUST00738,ITEM-B255,16,252.04,4.1,2024-01-29,CONFIRMED,DISC15
ORD1939,CUST00739,ITEM-A221,20,597.30,1.3,2024-01-17,PENDING,
ORD1940,CUST00740,ITEM-A168,10,218.57,3.2,2024-01-27,CONFIRMED,DISC15
ORD1941,CUST00741,ITEM-C229,2,449.75,4.6,2024-02-05,PENDING,DISC10
ORD1942,CUST00742,ITEM-F406,2,91.27,3.4,2024-01-20,CONFIRMED,
ORD1943,CUST00743,ITEM-B435,20,422.95,2.5,2024-01-23,CONFIRMED,DISC05
ORD1944,CUST00744,ITEM-G331,12,249.18,4.8,2024-01-02,CONFIRMED,DISC15
ORD1945,CUST00745,ITEM-C191,15,469.70,3.1,2024-01-31,PENDING,DISC15
ORD1946,CUST00746,ITEM-C333,9,187.29,1.0,2024-02-19,CONFIRMED,DISC15
ORD1947,CUST00747,ITEM-E199,18,114.77,4.0,2024-02-19,PENDING,DISC05
ORD1948,CUST00748,ITEM-E147,16,160.10,1.1,2024-01-14,PENDING,DISC05
ORD1949,CUST00749,ITEM-F228,3,495.78,4.9,2024-02-01,PENDING,
ORD1950,CUST00750,ITEM-E278,10,540.23,4.3,2024-02-05,CONFIRMED,DISC10
ORD1951,CUST00751,ITEM-E115,4,591.82,4.1,2024-01-18,PENDING,
ORD1952,CUST00752,ITEM-C284,19,252.90,4.1,2024-02-07,CONFIRMED,DISC20
ORD1953,CUST00753,ITEM-A034,10,268.99,3.7,2024-02-06,PENDING,DISC15
ORD1954,CUST00754,ITEM-G295,3,118.93,1.9,2024-01-12,PENDING,DISC15
ORD1955,CUST00755,ITEM-F265,12,120.58,4.2,2024-01-25,CONFIRMED,DISC05
ORD1956,CUST00756,ITEM-D258,2,507.26,2.8,2024-01-17,CONFIRMED,DISC05
ORD1957,CUST00757,ITEM-C479,8,240.31,4.7,2024-02-26,PENDING,
ORD1958,CUST00758,ITEM-C101,18,200.95,3.3,2024-02-11,CONFIRMED,DISC20
ORD1959,CUST00759,ITEM-F087,19,567.88,1.2,2024-01-26,PENDING,DISC20
ORD1960,CUST00760,ITEM-A423,1,94.67,4.8,2024-02-20,PENDING,DISC05
ORD1961,CUST00761,ITEM-G293,14,389.96,0.6,2024-02-03,PENDING,DISC10
ORD1962,CUST00762,ITEM-D126,13,213.59,0.8,2024-01-13,CONFIRMED,DISC15
ORD1963,CUST00763,ITEM-D248,15,162.21,3.2,2024-02-05,PENDING,DISC10
ORD1964,CUST00764,ITEM-D067,12,333.24,1.0,2024-01-29,PENDING,
ORD1965,CUST00765,ITEM-C231,8,127.48,0.7,2024-02-20,PENDING,DISC20
ORD1966,CUST00766,ITEM-D128,6,497.41,4.7,2024-02-10,PENDING,DISC05
ORD1967,CUST00767,ITEM-G082,16,597.78,2.6,2024-02-04,PENDING,DISC15
ORD1968,CUST00768,ITEM-A047,13,327.99,4.9,2024-01-23,PENDING,
ORD1969,CUST00769,ITEM-A145,16,378.64,4.3,2024-02-18,PENDING,DISC10
ORD1970,CUST00770,ITEM-E005,4,287.01,4.5,2024-02-10,PENDING,DISC15
ORD1971,CUST00771,ITEM-C024,13,78.14,3.0,2024-01-19,PENDING,
ORD1972,CUST00772,ITEM-D259,15,470.42,1.8,2024-02-08,CONFIRMED,DISC05
ORD1973,CUST00773,ITEM-A202,12,487.19,2.0,2024-02-21,PENDING,DISC05
ORD1974,CUST00774,ITEM-B309,17,270.76,0.7,2024-01-03,CONFIRMED,DISC10
ORD1975,CUST00775,ITEM-G243,17,301.34,3.2,2024-02-03,CONFIRMED,DISC10
ORD1976,CUST00776,ITEM-E164,6,266.13,3.3,2024-02-12,PENDING,DISC20
ORD1977,CUST00777,ITEM-C260,17,342.79,3.7,2024-01-29,PENDING,
ORD1978,CUST00778,ITEM-C170,4,588.94,3.1,2024-02-18,CONFIRMED,DISC20
ORD1979,CUST00779,ITEM-D136,19,367.70,3.7,2024-01-28,PENDING,DISC05
ORD1980,CUST00780,ITEM-E323,20,476.03,2.2,2024-02-12,CONFIRMED,
ORD1981,CUST00781,ITEM-E486,4,154.93,2.5,2024-01-21,CONFIRMED,DISC15
ORD1982,CUST00782,ITEM-F105,14,326.00,3.3,2024-01-31,CONFIRMED,DISC05
ORD1983,CUST00783,ITEM-E107,18,228.78,3.5,2024-02-10,PENDING,DISC10
ORD1984,CUST00784,ITEM-B236,18,238.28,2.1,2024-02-02,PENDING,DISC20
ORD1985,CUST00785,ITEM-D099,8,203.45,1.8,2024-02-22,PENDING,DISC10
ORD1986,CUST00786,ITEM-F107,16,224.37,2.1,2024-02-17,PENDING,DISC10
ORD1987,CUST00787,ITEM-A294,18,258.83,4.9,2024-02-19,PENDING,DISC05
ORD1988,CUST00788,ITEM-C022,10,575.42,0.9,2024-02-22,PENDING,DISC10
ORD1989,CUST00789,ITEM-F246,7,161.14,2.9,2024-02-11,PENDING,DISC05
ORD1990,CUST00790,ITEM-A316,19,181.61,0.7,2024-02-24,CONFIRMED,DISC05
ORD1991,CUST00791,ITEM-A052,14,231.66,2.6,2024-02-03,CONFIRMED,
ORD1992,CUST00792,ITEM-E476,6,273.80,4.7,2024-02-09,PENDING,DISC15
ORD1993,CUST00793,ITEM-F103,10,226.64,3.4,2024-02-04,CONFIRMED,DISC20
ORD1994,CUST00794,ITEM-B274,2,552.28,1.3,2024-02-04,CONFIRMED,
ORD1995,CUST00795,ITEM-G204,16,152.47,3.9,2024-02-12,PENDING,
ORD1996,CUST00796,ITEM-A153,19,381.53,4.7,2024-01-29,PENDING,DISC15
ORD1997,CUST00797,ITEM-F279,17,321.65,4.7,2024-02-12,PENDING,DISC10
ORD1998,CUST00798,ITEM-B415,4,231.88,3.8,2024-02-05,PENDING,DISC05
ORD1999,CUST00799,ITEM-A378,11,484.92,3.1,2024-02-21,CONFIRMED,DISC05
ORD2000,CUST00800,ITEM-E439,13,504.84,2.8,2024-01-27,PENDING,
ORD2001,CUST00801,ITEM-B072,16,227.98,1.6,2024-02-04,PENDING,DISC05
ORD2002,CUST00802,ITEM-D386,9,574.72,1.9,2024-02-14,CONFIRMED,DISC10
ORD2003,CUST00803,ITEM-F185,8,84.17,1.0,2024-01-21,CONFIRMED,DISC15
ORD2004,CUST00804,ITEM-F258,10,429.66,3.4,2024-02-01,PENDING,DISC10
ORD2005,CUST00805,ITEM-E114,8,576.55,2.7,2024-01-29,PENDING,DISC15
ORD2006,CUST00806,ITEM-F282,16,466.54,4.1,2024-02-12,CONFIRMED,DISC05
ORD2007,CUST00807,ITEM-F387,20,530.22,0.9,2024-01-18,PENDING,
ORD2008,CUST00808,ITEM-E058,2,505.83,4.6,2024-01-24,CONFIRMED,DISC05
ORD2009,CUST00809,ITEM-C438,17,293.01,3.6,2024-01-31,PENDING,
ORD2010,CUST00810,ITEM-E229,2,299.39,2.8,2024-01-24,CONFIRMED,DISC20
ORD2011,CUST00811,ITEM-D345,10,447.80,2.3,2024-02-06,CONFIRMED,DISC05
ORD2012,CUST00812,ITEM-E038,2,283.03,3.7,2024-01-27,CONFIRMED,
ORD2013,CUST00813,ITEM-D017,10,274.88,4.0,2024-02-06,PENDING,DISC10
ORD2014,CUST00814,ITEM-D230,13,256.61,3.6,2024-02-12,CONFIRMED,DISC10
ORD2015,CUST00815,ITEM-A092,18,266.18,1.1,2024-01-23,CONFIRMED,
ORD2016,CUST00816,ITEM-C238,18,283.27,2.2,2024-01-29,CONFIRMED,DISC15
ORD2017,CUST00817,ITEM-C080,9,153.66,4.4,2024-02-01,CONFIRMED,
ORD2018,CUST00818,ITEM-G339,14,388.21,4.7,2024-02-20,CONFIRMED,DISC05
ORD2019,CUST00819,ITEM-B035,4,376.67,2.5,2024-01-31,CONFIRMED,DISC05
ORD2020,CUST00820,ITEM-F023,13,291.43,2.9,2024-01-26,CONFIRMED,DISC05
ORD2021,CUST00821,ITEM-E149,8,498.68,3.8,2024-01-26,PENDING,DISC05
ORD2022,CUST00822,ITEM-C449,5,592.13,2.8,2024-01-28,PENDING,DISC10
ORD2023,CUST00823,ITEM-A286,19,533.84,4.6,2024-02-07,PENDING,DISC20
ORD2024,CUST00824,ITEM-D025,12,567.87,3.5,2024-02-15,PENDING,DISC15
ORD2025,CUST00825,ITEM-D077,10,257.05,3.9,2024-01-21,CONFIRMED,DISC05
ORD2026,CUST00826,ITEM-C440,5,493.18,4.6,2024-02-10,PENDING,DISC15
ORD2027,CUST00827,ITEM-E272,5,263.63,1.6,2024-02-04,CONFIRMED,DISC15
ORD2028,CUST00828,ITEM-G190,3,344.60,4.2,2024-01-19,PENDING,DISC15
ORD2029,CUST00829,ITEM-F310,20,71.75,0.8,2024-02-09,CONFIRMED,DISC15
ORD2030,CUST00830,ITEM-B446,11,216.75,4.6,2024-01-11,CONFIRMED,
ORD2031,CUST00831,ITEM-F387,16,552.94,3.6,2024-01-30,CONFIRMED,DISC15
ORD2032,CUST00832,ITEM-B283,11,476.53,2.2,2024-01-31,PENDING,DISC10
ORD2033,CUST00833,ITEM-C185,17,535.55,2.6,2024-02-07,PENDING,DISC10
ORD2034,CUST00834,ITEM-B190,11,277.66,3.0,2024-01-25,CONFIRMED,
ORD2035,CUST00835,ITEM-C284,19,368.53,2.4,2024-01-15,CONFIRMED,DISC10
ORD2036,CUST00836,ITEM-B195,19,508.35,2.7,2024-01-30,PENDING,DISC10
ORD2037,CUST00837,ITEM-G421,16,581.58,3.4,2024-02-11,PENDING,DISC05
ORD2038,CUST00838,ITEM-F408,12,143.10,3.7,2024-02-09,CONFIRMED,DISC20
ORD2039,CUST00839,ITEM-F491,2,338.17,4.3,2024-01-17,CONFIRMED,
ORD2040,CUST00840,ITEM-D071,8,87.38,1.2,2024-01-28,PENDING,DISC10
ORD2041,CUST00841,ITEM-A317,20,552.01,3.5,2024-01-20,CONFIRMED,DISC20
ORD2042,CUST00842,ITEM-E211,1,59.20,3.7,2024-02-03,PENDING,
ORD2043,CUST00843,ITEM-E417,14,493.39,4.6,2024-01-19,CONFIRMED,DISC20
ORD2044,CUST00844,ITEM-B124,7,390.88,1.6,2024-01-24,PENDING,DISC15
ORD2045,CUST00845,ITEM-A192,13,302.45,1.6,2024-02-13,CONFIRMED,DISC10
ORD2046,CUST00846,ITEM-F424,3,409.55,4.4,2024-02-12,CONFIRMED,
ORD2047,CUST00847,ITEM-D195,13,353.99,0.8,2024-01-12,CONFIRMED,
ORD2048,CUST00848,ITEM-D433,14,404.70,2.0,2024-02-18,CONFIRMED,DISC20
ORD2049,CUST00849,ITEM-A118,7,545.70,3.6,2024-01-30,PENDING,DISC10
ORD2050,CUST00850,ITEM-A474,3,426.44,1.8,2024-01-30,CONFIRMED,DISC05
ORD2051,CUST00851,ITEM-G162,1,578.81,3.1,2024-02-02,PENDING,
ORD2052,CUST00852,ITEM-C084,19,182.26,4.3,2024-01-19,PENDING,DISC15
ORD2053,CUST00853,ITEM-G379,5,484.77,3.6,2024-01-09,PENDING,
ORD2054,CUST00854,ITEM-A224,8,511.27,2.0,2024-02-09,PENDING,DISC10
ORD2055,CUST00855,ITEM-A325,9,480.95,2.5,2024-01-21,PENDING,DISC20
ORD2056,CUST00856,ITEM-D222,6,423.83,3.5,2024-01-08,PENDING,DISC05
ORD2057,CUST00857,ITEM-F038,3,197.38,2.2,2024-02-17,CONFIRMED,DISC15
ORD2058,CUST00858,ITEM-C185,4,100.34,4.7,2024-01-27,PENDING,DISC10
ORD2059,CUST00859,ITEM-A068,3,153.07,2.5,2024-01-29,PENDING,
ORD2060,CUST00860,ITEM-A046,12,354.82,3.2,2024-02-02,PENDING,DISC15
ORD2061,CUST00861,ITEM-A150,14,263.29,0.9,2024-02-18,CONFIRMED,DISC20
ORD2062,CUST00862,ITEM-E087,13,143.23,1.7,2024-01-21,PENDING,DISC05
ORD2063,CUST00863,ITEM-A086,14,201.78,1.8,2024-02-19,CONFIRMED,DISC10
ORD2064,CUST00864,ITEM-C484,8,446.49,2.7,2024-02-04,CONFIRMED,DISC15
ORD2065,CUST00865,ITEM-A070,10,53.72,2.3,2024-02-18,PENDING,DISC10
ORD2066,CUST00866,ITEM-D172,14,498.51,4.4,2024-02-05,CONFIRMED,DISC10
ORD2067,CUST00867,ITEM-C309,7,313.46,1.3,2024-01-20,PENDING,DISC10
ORD2068,CUST00868,ITEM-F356,16,582.27,4.0,2024-01-20,PENDING,DISC10
ORD2069,CUST00869,ITEM-G403,13,250.76,4.7,2024-01-24,CONFIRMED,DISC20
ORD2070,CUST00870,ITEM-A488,15,568.64,1.4,2024-01-31,PENDING,
ORD2071,CUST00871,ITEM-G435,14,420.14,1.1,2024-01-20,CONFIRMED,DISC10
ORD2072,CUST00872,ITEM-F079,14,483.99,0.8,2024-02-02,PENDING,DISC20
ORD2073,CUST00873,ITEM-D274,17,557.92,4.4,2024-01-31,CONFIRMED,DISC10
ORD2074,CUST00874,ITEM-F459,18,376.60,4.6,2024-01-09,CONFIRMED,DISC10
ORD2075,CUST00875,ITEM-B332,20,74.36,4.9,2024-02-11,PENDING,DISC10
ORD2076,CUST00876,ITEM-G221,4,55.80,1.7,2024-01-28,CONFIRMED,DISC15
ORD2077,CUST00877,ITEM-C201,15,474.79,3.1,2024-02-03,CONFIRMED,DISC10
ORD2078,CUST00878,ITEM-A248,4,212.49,4.6,2024-01-04,CONFIRMED,DISC05
ORD2079,CUST00879,ITEM-C160,11,300.43,1.4,2024-01-15,PENDING,DISC15
ORD2080,CUST00880,ITEM-A225,15,225.40,1.9,2024-02-12,CONFIRMED,
ORD2081,CUST00881,ITEM-G176,4,422.43,1.2,2024-02-09,CONFIRMED,DISC20
ORD2082,CUST00882,ITEM-B283,6,232.04,2.4,2024-01-28,CONFIRMED,DISC15
ORD2083,CUST00883,ITEM-F095,6,402.26,2.4,2024-01-27,CONFIRMED,DISC15
ORD2084,CUST00884,ITEM-E220,13,52.45,1.5,2024-01-22,CONFIRMED,DISC20
ORD2085,CUST00885,ITEM-A410,18,152.83,2.0,2024-01-18,CONFIRMED,DISC10
ORD2086,CUST00886,ITEM-F442,16,340.24,3.4,2024-01-20,PENDING,DISC20
